col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,partition_0
353,the kidneys,collect,it[blood],NA,NA,NA,NA,NA,NA,auto
354,the body,excretes,it[body] as urine,NA,NA,NA,NA,NA,NA,auto
355,the skeleton,provides,support,NA,NA,NA,NA,NA,NA,auto
356,the skeleton,protects,the body 's organs,NA,NA,NA,NA,NA,NA,auto
357,all animals,sense,their surroundings,NA,NA,NA,NA,NA,NA,auto
358,humans,have,five senses,NA,NA,NA,NA,NA,NA,auto
359,tiny sensors on the tongue called taste buds,identify,different tastes such as sweet sour bitter and tart,NA,NA,NA,NA,NA,NA,auto
360,the eyes,take in,light through the lenses,NA,NA,NA,NA,NA,NA,auto
361,the eyes,transmit,the shapes & images through the optic nerve to the brain,NA,NA,NA,NA,NA,NA,auto
362,birds,use,their wings,NA,NA,NA,NA,NA,NA,auto
363,fish,use,their fins,NA,NA,NA,NA,NA,NA,auto
364,others,use,their[others] legs,NA,NA,NA,NA,NA,NA,auto
365,turtles,have,shells,NA,NA,NA,NA,NA,NA,auto
366,porcupines,have,spines,NA,NA,NA,NA,NA,NA,auto
367,birds,use,their feathers,NA,NA,NA,NA,NA,NA,auto
368,some animals,grow,thicker fur in the winter,NA,NA,NA,NA,NA,NA,auto
369,some animals,shed,it[fur] in the warmer months,NA,NA,NA,NA,NA,NA,auto
370,some animals,gather,food in preparation for the long winter,NA,NA,NA,NA,NA,NA,auto
371,squirrels,collect,acorns,NA,NA,NA,NA,NA,NA,auto
372,some animals,live,a very different life in the warm weather than in the cold weather,NA,NA,NA,NA,NA,NA,auto
373,a beak,take in,food,NA,NA,NA,NA,NA,NA,auto
374,each bird,eats,what type of food,NA,NA,NA,NA,NA,NA,auto
375,elephants,have,long trunks,NA,NA,NA,NA,NA,NA,auto
376,all living things,have,specific patterns of reproduction growth and development that are called stages in its life cycle,NA,NA,NA,NA,NA,NA,auto
377,a changing stage,called,metamorphosis,NA,NA,NA,NA,NA,NA,auto
378,the type of environment & various environmental factors,have,a direct effect on organisms,NA,NA,NA,NA,NA,NA,auto
379,inheritance,passing,characteristics from parent to child,NA,NA,NA,NA,NA,NA,auto
380,a pedigree chart,shows,each level of a family tree in a chart format,NA,NA,NA,NA,NA,NA,auto
381,organisms,reproduce,an equal amount of genetic information dna from the mother and father,NA,NA,NA,NA,NA,NA,auto
382,each strand of dna,contains,hundreds of pieces of information,NA,NA,NA,NA,NA,NA,auto
383,humans,has,only 8 chromosomes for example,NA,NA,NA,NA,NA,NA,auto
384,they[humans],mate,an offspring the same species like themselves[humans],NA,NA,NA,NA,NA,NA,auto
385,cats,have,kittens,NA,NA,NA,NA,NA,NA,auto
386,goldfish,have,guppies,NA,NA,NA,NA,NA,NA,auto
387,frogs,have,tadpoles,NA,NA,NA,NA,NA,NA,auto
388,dogs,have,puppies,NA,NA,NA,NA,NA,NA,auto
389,humans,have,energy,NA,NA,NA,NA,NA,NA,auto
390,they[humans],eat,healthy foods,NA,NA,NA,NA,NA,NA,auto
391,they[humans],get,regular rest,NA,NA,NA,NA,NA,NA,auto
392,healthy,includes,good health habits also,NA,NA,NA,NA,NA,NA,auto
393,our teeth,build up,food throughout the day throughout the day,NA,NA,NA,NA,NA,NA,auto
394,(  brushing our teeth ),removes,the food,NA,NA,NA,NA,NA,NA,auto
395,the tobacco,enter,the lungs,NA,NA,NA,NA,NA,NA,auto
396,the chemicals from smoking,cause,very serious diseases such_as lung cancer also,NA,NA,NA,NA,NA,NA,auto
397,the blood,takes,it[order] in order for alcohol and drugs to the liver,NA,NA,NA,NA,NA,NA,auto
398,our bodies,need,time to rest,NA,NA,NA,NA,NA,NA,auto
399,living things,need,specific resources for survival such as air food and water,NA,NA,NA,NA,NA,NA,auto
400,plants,take in,carbon dioxide also from the environment and return oxygen to the air for animals to use,NA,NA,NA,NA,NA,NA,auto
401,changes in the weather too much rainfall and severe cold or heat,affect,plants & animals,NA,NA,NA,NA,NA,NA,auto
402,some animals,eat,other animals,NA,NA,NA,NA,NA,NA,auto
403,a primary 1st consumer,eats,producers,NA,NA,NA,NA,NA,NA,auto
404,a secondary consumer,eats,primary consumers,NA,NA,NA,NA,NA,NA,auto
405,a tertiary 3rd consumer,eats,secondary consumers,NA,NA,NA,NA,NA,NA,auto
406,human decisions & activities,had,a major impact on the physical and living environments,NA,NA,NA,NA,NA,NA,auto
407,power factories,make,items,NA,NA,NA,NA,NA,NA,auto
408,they[humans],displace,the animals as humans as stores as communities,NA,NA,NA,NA,NA,NA,auto
409,humans,manufacture,goods in_addition_to food in_addition_to shelter in_addition_to energy,NA,NA,NA,NA,NA,NA,auto
410,(  watering their[humans] imported lawns ),increases,the moisture in the dry air,NA,NA,NA,NA,NA,NA,auto
411,humans,help,the environment in many ways,NA,NA,NA,NA,NA,NA,auto
412,feeding animals,lost,their[humans] natural resources,NA,NA,NA,NA,NA,NA,auto
413,appliances,conserve,energy,NA,NA,NA,NA,NA,NA,auto
414,(  measure mass scientists ),use,a balance,NA,NA,NA,NA,NA,NA,auto
415,scientists,use,a graduated cylinder liquid volume,NA,NA,NA,NA,NA,NA,auto
416,(  measure the volume of a solid scientists ),use,a ruler,NA,NA,NA,NA,NA,NA,auto
417,solids,have,a definite shape & volume,NA,NA,NA,NA,NA,NA,auto
418,liquids,take,the shape of the container they are placed in,NA,NA,NA,NA,NA,NA,auto
419,liquids,have,a definite volume,NA,NA,NA,NA,NA,NA,auto
420,gases,take,the shape of whatever container they occupy & volume,NA,NA,NA,NA,NA,NA,auto
421,a ruler,measures,length,NA,NA,NA,NA,NA,NA,auto
422,a balance,measures,mass,NA,NA,NA,NA,NA,NA,auto
423,a thermometer,measures,temperature,NA,NA,NA,NA,NA,NA,auto
424,physical properties,include,color & hardness & odor & sound & taste & texture & size,NA,NA,NA,NA,NA,NA,auto
425,a rock at the top of a hill,has,potential energy,NA,NA,NA,NA,NA,NA,auto
426,mechanical energy,push,another object,NA,NA,NA,NA,NA,NA,auto
427,electrical energy changes,sound,energy in a door buzzer,NA,NA,NA,NA,NA,NA,auto
428,a simple circuit,involves,a battery such as a light bulb generally,NA,NA,NA,NA,NA,NA,auto
429,the smoother,the surface,the less friction against an object,NA,NA,NA,NA,NA,NA,auto
430,the distance between two magnets between a magnet between another metal object,has,an effect on the force of attraction,NA,NA,NA,NA,NA,NA,auto
431,the force,pulls,an object toward the center of the earth,NA,NA,NA,NA,NA,NA,auto
432,1 minute,equals,60 seconds,NA,NA,NA,NA,NA,NA,auto
433,1 hour,equals,60 minutes,NA,NA,NA,NA,NA,NA,auto
434,1 day,equals,24 hours,NA,NA,NA,NA,NA,NA,auto
435,1 year,equals,12 months & 365 days,NA,NA,NA,NA,NA,NA,auto
436,each season,has,its[season] distinct weather conditions,NA,NA,NA,NA,NA,NA,auto
437,the moon,orbits,the earth in a path,NA,NA,NA,NA,NA,NA,auto
438,the moon,makes,a complete orbit around the earth & every 29  1/2 days once,NA,NA,NA,NA,NA,NA,auto
439,the moon,blocks,the sun 's light,NA,NA,NA,NA,NA,NA,auto
440,weather,describes,the conditions in the sky on any particular day,NA,NA,NA,NA,NA,NA,auto
441,climate,describes,the weather conditions in an area over time,NA,NA,NA,NA,NA,NA,auto
442,a barometer,measures,air pressure,NA,NA,NA,NA,NA,NA,auto
443,an anemometer,measures,wind,NA,NA,NA,NA,NA,NA,auto
444,a southwest wind,bring,warm air to new york from the south,NA,NA,NA,NA,NA,NA,auto
445,weather instruments,predict,weather,NA,NA,NA,NA,NA,NA,auto
446,he[weatherperson] & she,gives,the temperature & sky conditions & precipitation usually,NA,NA,NA,NA,NA,NA,auto
447,hurricanes,have,(  high winds  very ) & over 74 miles per hour & rain,NA,NA,NA,NA,NA,NA,auto
448,hurricanes,develop,in the atlantic ocean,NA,NA,NA,NA,NA,NA,auto
449,tornados,develop,over land usually,NA,NA,NA,NA,NA,NA,auto
450,tornados,have,very short lives,NA,NA,NA,NA,NA,NA,auto
451,these storms/conditions,have,a harmful effect on the areas,NA,NA,NA,NA,NA,NA,auto
452,each season,experiences,specific climate conditions,NA,NA,NA,NA,NA,NA,auto
453,the temperature,starts out,cold during spring,NA,NA,NA,NA,NA,NA,auto
454,spring,has,high amounts of rainfall,NA,NA,NA,NA,NA,NA,auto
455,energy from the sun,heated,the water,NA,NA,NA,NA,NA,NA,auto
456,the water vapor,entered,the air then,NA,NA,NA,NA,NA,NA,auto
457,condensation,involves,changing water from its[vapor] gaseous state to its[state] liquid state,NA,NA,NA,NA,NA,NA,auto
458,examples of precipitation,include,rain & snow & sleet & hail,NA,NA,NA,NA,NA,NA,auto
459,weathering of rock and landforms,take,place also through the action of running water and waves,NA,NA,NA,NA,NA,NA,auto
460,the flow of water through a landform,create,valleys in large rocks,NA,NA,NA,NA,NA,NA,auto
461,the force of waves breaking on beaches and cliffs,change,landforms also,NA,NA,NA,NA,NA,NA,auto
462,(  wave action ),move,sand along a beach,NA,NA,NA,NA,NA,NA,auto
463,increased water flow,widen,a riverbed,NA,NA,NA,NA,NA,NA,auto
464,water,move,wind & the particles,NA,NA,NA,NA,NA,NA,auto
465,powerful earthquakes,cause,damage to landscapes to buildings however,NA,NA,NA,NA,NA,NA,auto
466,hot liquid material from inside the earth,reach,the surface through a mountain,NA,NA,NA,NA,NA,NA,auto
467,scientists,use,tools often,NA,NA,NA,NA,NA,NA,auto
468,a scientist,use,tools,NA,NA,NA,NA,NA,NA,auto
469,a ruler,measures,length,NA,NA,NA,NA,NA,NA,auto
470,a balance,measures,mass,NA,NA,NA,NA,NA,NA,auto
471,a thermometer,measures,temperature,NA,NA,NA,NA,NA,NA,auto
472,a magnet,detects,magnetic properties,NA,NA,NA,NA,NA,NA,auto
473,eye goggles,protect,eyes from chemicals from flying objects,NA,NA,NA,NA,NA,NA,auto
474,an apron,protects,clothing,NA,NA,NA,NA,NA,NA,auto
475,gloves,protect,hands/skin from harm,NA,NA,NA,NA,NA,NA,auto
476,a line graph,shows,the change in information between two variables,NA,NA,NA,NA,NA,NA,auto
477,data tables,provide,us also in_addition_to the information with a great deal of information,NA,NA,NA,NA,NA,NA,auto
478,plants,require,air light & nutrients in order to live and survive,NA,NA,NA,NA,NA,NA,auto
479,examples of plants or plant products,include,lettuce & oranges & celery & broccoli & carrots & apples & potatoes,NA,NA,NA,NA,NA,NA,auto
480,animals,use,plants for food,NA,NA,NA,NA,NA,NA,auto
481,animals,use,plants for shelter,NA,NA,NA,NA,NA,NA,auto
482,the leaves of the plant,absorb,carbon dioxide,NA,NA,NA,NA,NA,NA,auto
483,the leaves of the plant,absorb,sunlight,NA,NA,NA,NA,NA,NA,auto
484,the stem,supports,the plant also,NA,NA,NA,NA,NA,NA,auto
485,fruit,develops,around the seed,NA,NA,NA,NA,NA,NA,auto
486,roses,have,thorns for protection,NA,NA,NA,NA,NA,NA,auto
487,roots,secure,the plant in the soil,NA,NA,NA,NA,NA,NA,auto
488,roots,bring in,water & nutrients for survival,NA,NA,NA,NA,NA,NA,auto
489,the stem,provides,support for the plant,NA,NA,NA,NA,NA,NA,auto
490,the digestive system,takes in,nutrients,NA,NA,NA,NA,NA,NA,auto
491,the urinary system,eliminates,chemical waste,NA,NA,NA,NA,NA,NA,auto
492,the locomotion system,protects,the organs,NA,NA,NA,NA,NA,NA,auto
493,the locomotion system,provides,structure for the body,NA,NA,NA,NA,NA,NA,auto
494,some animals,have,claws & spines & shells as a defense mechanism,NA,NA,NA,NA,NA,NA,auto
495,some animals,give off,a smell as a defense mechanism,NA,NA,NA,NA,NA,NA,auto
496,a fish,has,a flipper & fin,NA,NA,NA,NA,NA,NA,auto
497,birds,have,wings,NA,NA,NA,NA,NA,NA,auto
498,horses,have,strong legs & hooves,NA,NA,NA,NA,NA,NA,auto
499,a baby,inherit,a trait from a parent,NA,NA,NA,NA,NA,NA,auto
500,genes,carry,traits,NA,NA,NA,NA,NA,NA,auto
501,all living things,have,dna,NA,NA,NA,NA,NA,NA,auto
502,our genes,determine,hair & eye & skin color,NA,NA,NA,NA,NA,NA,auto
503,they[humans],eat,healthy foods,NA,NA,NA,NA,NA,NA,auto
504,they[humans],get,regular rest,NA,NA,NA,NA,NA,NA,auto
505,animals,need,plants for food and energy,NA,NA,NA,NA,NA,NA,auto
506,humans,need,plant & animals for nutrition,NA,NA,NA,NA,NA,NA,auto
507,some animals,use,nonliving materials for shelter,NA,NA,NA,NA,NA,NA,auto
508,animals,have,less success in survival,NA,NA,NA,NA,NA,NA,auto
509,a glass of water,contains,ice cubes,NA,NA,NA,NA,NA,NA,auto
510,a balance,measures,mass,NA,NA,NA,NA,NA,NA,auto
511,the gas phase of matter,take,the shape of a closed container,NA,NA,NA,NA,NA,NA,auto
512,the earth,makes,a complete rotation on its[earth] axis & every 24 hours once,NA,NA,NA,NA,NA,NA,auto
513,the water cycle,involves,movement of water between air and land,NA,NA,NA,NA,NA,NA,auto
514,water from the oceans,enters,the atmosphere through evaporation,NA,NA,NA,NA,NA,NA,auto
515,erosion,moving,pieces from one location to another,NA,NA,NA,NA,NA,NA,auto
516,a metric ruler & a balance,measure,the size of an object & mass,NA,NA,NA,NA,NA,NA,auto
517,a scientist,record,observations,NA,NA,NA,NA,NA,NA,auto
518,students,wear,safety goggles in the laboratory,NA,NA,NA,NA,NA,NA,auto
519,they[students],handling,chemicals the laboratory,NA,NA,NA,NA,NA,NA,auto
520,the roots of the plant,take in,water & nutrients,NA,NA,NA,NA,NA,NA,auto
521,photosynthesis,takes,place in the leaves of the plant,NA,NA,NA,NA,NA,NA,auto
522,the life processes of all living things,taking in,nutrients & breathing & reproduction,NA,NA,NA,NA,NA,NA,auto
523,some animals,have,claws & spines & shells,NA,NA,NA,NA,NA,NA,auto
524,some animals,give off,a smell as a defense mechanism,NA,NA,NA,NA,NA,NA,auto
525,light,is,one of the most important things for a plant,NA,NA,NA,NA,NA,NA,auto
526,undigested food,leaves,the body during egestion,NA,NA,NA,NA,NA,NA,auto
527,tiny spots,are,all over the skin,NA,NA,NA,NA,NA,NA,auto
528,other animals,change,their amount of body fat with the seasons,NA,NA,NA,NA,NA,NA,auto
529,a family tree,is,a chart,NA,NA,NA,NA,NA,NA,auto
530,some food chains,create,a food web,NA,NA,NA,NA,NA,NA,auto
531,gravity,is,the force,NA,NA,NA,NA,NA,NA,auto
532,1 month,equals,approximately 30 or 31 days,NA,NA,NA,NA,NA,NA,auto
533,a thermometer,measures,temperature,NA,NA,NA,NA,NA,NA,auto
534,the processes of weathering and erosion,change,the landscape of the earth on a daily basis,NA,NA,NA,NA,NA,NA,auto
535,earthquakes,occur,every day all over earth,NA,NA,NA,NA,NA,NA,auto
536,a volcano,is,a mountain,NA,NA,NA,NA,NA,NA,auto
537,they[adults],have,bones,NA,NA,NA,NA,NA,NA,auto
538,the brain and spinal cord,are,part of the nervous system,NA,NA,NA,NA,NA,NA,auto
539,chromosomes,contain,hundreds of pieces of information,NA,NA,NA,NA,NA,NA,auto
540,cars & trucks,create,gases,NA,NA,NA,NA,NA,NA,auto
541,one complete revolution of the moon around the earth,takes,approximately one month,NA,NA,NA,NA,NA,NA,auto
542,the plant,use,water,NA,NA,NA,NA,NA,NA,auto
543,the plant,make,the food,NA,NA,NA,NA,NA,NA,auto
544,the sun,provide,light,NA,NA,NA,NA,NA,NA,auto
545,the plant itself[kiwi],spread_out,seeds,NA,NA,NA,NA,NA,NA,auto
546,environmental conditions,influence,some animal behaviors,NA,NA,NA,NA,NA,NA,auto
547,environmental conditions such as the availability of food air water space shelter heat and sunlight,affect,the health of organisms & growth & development,NA,NA,NA,NA,NA,NA,auto
548,( the body growing new bone cells ),do,this healing,NA,NA,NA,NA,NA,NA,auto
549,the tobacco,release,chemicals,NA,NA,NA,NA,NA,NA,auto
550,brakes,exert,the force on a bicycle on car,NA,NA,NA,NA,NA,NA,auto
551,earth,receive,the amount of sunlight,NA,NA,NA,NA,NA,NA,auto
552,these weather instruments,provide,the information,NA,NA,NA,NA,NA,NA,auto
553,satellites & computer models,provide,information,NA,NA,NA,NA,NA,NA,auto
554,the addition of heat & removal,change,water easily from one phase to another,NA,NA,NA,NA,NA,NA,auto
555,the flow of the colorado river over a long period of time,create,the grand canyon in arizona,NA,NA,NA,NA,NA,NA,auto
556,the shifting of the plates,cause,earthquakes,NA,NA,NA,NA,NA,NA,auto
557,wind & water & birds & insects,spread,seeds,NA,NA,NA,NA,NA,NA,auto
558,the nervous system,control,the five senses,NA,NA,NA,NA,NA,NA,auto
559,(  revolution the moon around the earth ),cause,the different phases of the moon,NA,NA,NA,NA,NA,NA,auto
560,heavy rain,cause,a flood,NA,NA,NA,NA,NA,NA,auto
561,differences in air pressure,cause,winds,NA,NA,NA,NA,NA,NA,auto
562,(  adding heat ),change,liquid water to water vapor,NA,NA,NA,NA,NA,NA,auto
563,(  removing heat ),change,water vapor to liquid water,NA,NA,NA,NA,NA,NA,auto
564,the radiation,heat,surface waters from the sun,NA,NA,NA,NA,NA,NA,auto
565,the intestine,absorb,the nutrients into the blood,NA,NA,NA,NA,NA,NA,auto
566,a plant,increases,the process in size,NA,NA,NA,NA,NA,NA,auto
567,they[humans],produce,the same species,NA,NA,NA,NA,NA,NA,auto
568,roots,grow,longer,NA,NA,NA,NA,NA,NA,auto
569,the earth,revolve,completely around the sun,NA,NA,NA,NA,NA,NA,auto
570,a simple machine,moves,a sail up the mast of a ship,NA,NA,NA,NA,NA,NA,auto
571,it[attraction],fall,back down to earth 's surface,NA,NA,NA,NA,NA,NA,auto
572,an object,travels,slowly over a bumpy surface,NA,NA,NA,NA,NA,NA,auto
573,your body,growing,always,NA,NA,NA,NA,NA,NA,auto
574,the moon & earth,moving,constantly,NA,NA,NA,NA,NA,NA,auto
575,elephants,move,(  slowly  very ) because_of their size,NA,NA,NA,NA,NA,NA,auto
576,some animals,prepare,the long winter,NA,NA,NA,NA,NA,NA,auto
577,cactus plants,go,also for long periods of time with little water,NA,NA,NA,NA,NA,NA,auto
578,all living things,going,constantly through some form of growth and repair,NA,NA,NA,NA,NA,NA,auto
579,your body,heal,usually from a cut,NA,NA,NA,NA,NA,NA,auto
580,one part of the earth,pointed,always as a result toward the sun,NA,NA,NA,NA,NA,NA,auto
581,hail,associated,commonly with thunderstorms in the spring in summer,NA,NA,NA,NA,NA,NA,auto
582,the seeds,grow,then into plants,NA,NA,NA,NA,NA,NA,auto
583,the food,goes,then through a tube,NA,NA,NA,NA,NA,NA,auto
584,the digested food,moves,then into the intestine,NA,NA,NA,NA,NA,NA,auto
585,hurricanes,occur,usually between june between november,NA,NA,NA,NA,NA,NA,auto
586,temperatures,decrease,gradually throughout fall,NA,NA,NA,NA,NA,NA,auto
587,water in the liquid phase,sinks,often into the cracks between rocks,NA,NA,NA,NA,NA,NA,auto
588,living things,depend,upon each other upon the nonliving environment,NA,NA,NA,NA,NA,NA,auto
589,oxygen,is,in the air,NA,NA,NA,NA,NA,NA,auto
590,it[rock],exists,in nature,NA,NA,NA,NA,NA,NA,auto
591,caterpillars,change,into butterflies,NA,NA,NA,NA,NA,NA,auto
592,mealworms,turn,into beetles,NA,NA,NA,NA,NA,NA,auto
593,plants,grow,from a seed into a flower into tree into bush,NA,NA,NA,NA,NA,NA,auto
594,fish,breathe,through gills,NA,NA,NA,NA,NA,NA,auto
595,all living things,rid,of the solid waste,NA,NA,NA,NA,NA,NA,auto
596,all animals,rid,of this solid waste,NA,NA,NA,NA,NA,NA,auto
597,animals,rid,of their gaseous waste,NA,NA,NA,NA,NA,NA,auto
598,plants,rid,of gaseous waste through their leaves in the form of oxygen,NA,NA,NA,NA,NA,NA,auto
599,little green particles,make_up,of chlorophyll,NA,NA,NA,NA,NA,NA,auto
600,other living organisms,depend,on plants,NA,NA,NA,NA,NA,NA,auto
601,extra food,made,in the leaves to the roots,NA,NA,NA,NA,NA,NA,auto
602,the roots,store,for later use,NA,NA,NA,NA,NA,NA,auto
603,seeds,grow,in the center of a flower,NA,NA,NA,NA,NA,NA,auto
604,food,aids,in germination in growth,NA,NA,NA,NA,NA,NA,auto
605,the body systems,work,like a machine,NA,NA,NA,NA,NA,NA,auto
606,it[fur],blend,into the desert landscape,NA,NA,NA,NA,NA,NA,auto
607,organisms,respond,to changes in their environment or to a stimulus,NA,NA,NA,NA,NA,NA,auto
608,our bodies,sweat,in the hot weather,NA,NA,NA,NA,NA,NA,auto
609,some animals,hibernate,during the winter months,NA,NA,NA,NA,NA,NA,auto
610,some animals,moving,to a warmer climate in the cold months,NA,NA,NA,NA,NA,NA,auto
611,organisms,adapted,to their environment,NA,NA,NA,NA,NA,NA,auto
612,fish,live,in the water,NA,NA,NA,NA,NA,NA,auto
613,camels,go,for long periods of time with little water,NA,NA,NA,NA,NA,NA,auto
